field1,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,NumberOfTimeTotalDelay,isOld,SeriousDlqin2yrs.1,confidence,0 probability,1 probability,my_predict,confusion
56368,0,0.0,45,0,0.0,0,3,0,0,0,2,0,False,0,0.98114,0.98761,0.01239,0,TN
56375,0,0.16954653100000006,37,0,0.088582284,5000,3,0,0,0,0,0,False,0,0.9781299999999999,0.98487,0.015130000000000001,0,TN
56377,0,0.216054587,40,0,3493.0,0,9,0,2,0,1,0,False,0,0.97052,0.98116,0.01884,0,TN
56382,0,0.989450305,46,0,2365.0,0,11,0,1,0,0,0,False,0,0.7932,0.8321799999999999,0.16782,0,TN
56385,0,0.887312525,24,0,0.158343484,820,2,0,0,0,0,0,False,0,0.8970899999999999,0.9186,0.0814,0,TN
56386,0,0.010711743,87,0,10.0,0,8,0,0,0,0,0,True,0,0.9883200000000001,0.9923,0.0077,0,TN
56388,0,0.647784072,45,0,0.254168615,6416,6,0,1,0,2,0,False,0,0.93281,0.9489700000000001,0.05103,0,TN
56389,1,0.8306148059999999,48,3,0.491466253,5155,7,1,1,0,0,4,False,0,0.47055,0.52477,0.47523000000000004,1,TP
56392,0,0.74150644,57,0,0.69914561,5500,20,0,0,0,0,0,False,0,0.86975,0.90074,0.09926,0,TN
56396,0,0.001133296,60,0,0.258998972,11667,6,0,1,0,3,0,False,0,0.9889899999999999,0.99334,0.006659999999999999,0,TN
56398,0,0.020959162,32,0,0.404922248,8166,3,0,1,0,0,0,False,0,0.9841700000000001,0.9908600000000001,0.00914,0,TN
56399,0,0.047170081,56,0,0.452182606,3000,3,0,1,0,0,0,False,0,0.98536,0.9913799999999999,0.008620000000000001,0,TN
56417,0,0.059931392,52,0,0.418268642,8166,13,0,2,0,2,0,False,0,0.98065,0.9869399999999999,0.013059999999999999,0,TN
56419,0,0.9999999,32,1,0.232178293,6550,4,0,0,0,4,1,False,0,0.77575,0.81182,0.18818,0,TN
56420,0,0.9999999,76,0,2138.0,0,11,0,5,0,0,0,True,0,0.94147,0.9593799999999999,0.040619999999999996,0,TN
56434,0,0.008193190999999999,55,0,1.201383551,1300,12,0,1,0,0,0,False,0,0.9859899999999999,0.9910200000000001,0.00898,0,TN
56441,0,0.027598896,45,0,0.273172683,10000,12,0,2,0,0,0,False,0,0.9866799999999999,0.99113,0.008870000000000001,0,TN
56442,0,0.032946606,71,0,0.006499133000000001,2307,4,0,0,0,0,0,True,0,0.9942700000000001,0.99655,0.00345,0,TN
56445,0,0.005190973,35,0,3794.0,0,13,0,2,0,0,0,False,0,0.97449,0.98369,0.016309999999999998,0,TN
56449,0,0.9999999,73,0,0.068931069,1000,5,0,0,0,0,0,True,0,0.96009,0.97231,0.02769,0,TN
56452,0,0.005367306,73,0,884.0,0,10,0,1,0,0,0,True,0,0.9935700000000001,0.9961200000000001,0.0038799999999999998,0,TN
56455,1,0.955671592,38,0,0.312089972,3200,9,0,0,0,0,0,False,0,0.8316899999999999,0.85977,0.14023,0,FN
56457,0,0.078698957,54,1,0.5435128379999999,4400,11,0,1,0,0,1,False,0,0.94939,0.9634299999999999,0.03657,0,TN
56468,0,0.131632084,71,0,0.247501086,4601,4,0,1,0,1,0,True,0,0.9943299999999999,0.99698,0.00302,0,TN
56470,0,0.196254699,53,1,0.354470151,3500,14,0,0,0,3,1,False,0,0.89928,0.9202299999999999,0.07977000000000001,0,TN
56478,0,0.04004094,65,0,1276.0,0,9,0,1,0,0,0,False,0,0.9884299999999999,0.9929399999999999,0.0070599999999999994,0,TN
56482,0,0.023567678,73,0,0.128961531,10033,20,0,1,0,0,0,True,0,0.98792,0.9922200000000001,0.00778,0,TN
56484,0,0.037589655,42,0,0.2816405,3120,6,0,1,0,0,0,False,0,0.9822799999999999,0.9877100000000001,0.01229,0,TN
56491,0,0.037501034,61,0,0.252809809,6850,9,0,1,0,0,0,False,0,0.9888899999999999,0.9935799999999999,0.00642,0,TN
56504,0,0.0,64,0,3.0,0,5,0,0,0,0,0,False,0,0.9869100000000001,0.99093,0.00907,0,TN
56506,0,0.042872333,45,0,0.221984691,14500,7,0,2,0,0,0,False,0,0.98944,0.99375,0.00625,0,TN
56507,0,0.470500518,56,0,0.39835729,11200,7,0,1,0,4,0,False,0,0.9751,0.9827799999999999,0.01722,0,TN
56514,0,0.00639968,60,0,523.0,0,7,0,1,0,0,0,False,0,0.9862,0.9914299999999999,0.00857,0,TN
56516,0,0.182947512,41,1,0.416189112,5583,14,0,1,0,3,1,False,0,0.91105,0.9345,0.0655,0,TN
56520,0,0.030427167,68,0,2777.0,0,9,0,2,0,1,0,False,0,0.99372,0.99685,0.00315,0,TN
56522,0,0.022882471,58,0,0.270810693,4600,10,0,1,0,1,0,False,0,0.9853700000000001,0.99095,0.00905,0,TN
56524,0,0.027972028,26,0,0.059044049,3200,3,3,0,1,0,4,False,0,0.46113999999999994,0.5220899999999999,0.47791000000000006,1,FP
56527,0,0.018628039,69,0,597.0,0,12,0,0,0,0,0,False,0,0.9911399999999999,0.99466,0.00534,0,TN
56531,0,0.005233159,57,0,6724.0,0,12,0,2,0,0,0,False,0,0.9873200000000001,0.9924299999999999,0.00757,0,TN
56532,0,0.9999999,54,1,0.038167939,2750,4,0,0,1,0,2,False,0,0.66789,0.70113,0.29886999999999997,1,FP
56533,0,0.656326274,27,1,0.72013993,2000,8,0,0,0,1,1,False,0,0.8659100000000001,0.89041,0.1096,0,TN
56534,0,0.125933192,44,1,0.042097878,5700,5,0,0,0,0,1,False,0,0.93294,0.9483600000000001,0.05164,0,TN
56537,0,0.005266316,41,0,0.459915175,9666,5,0,2,0,4,0,False,0,0.9829100000000001,0.9888600000000001,0.01114,0,TN
56543,0,0.052892748,44,0,1540.0,0,7,0,2,0,3,0,False,0,0.9867799999999999,0.99154,0.008459999999999999,0,TN
56545,0,0.0,63,0,0.56846473,240,6,0,1,0,1,0,False,0,0.9910200000000001,0.9940200000000001,0.00598,0,TN
56546,0,0.481037924,24,0,0.013972056000000002,500,1,0,0,0,0,0,False,0,0.9051299999999999,0.93675,0.06325,0,TN
56547,0,0.30537964100000003,58,0,0.200788076,11673,8,0,2,0,0,0,False,0,0.9812,0.98695,0.01305,0,TN
56548,0,0.9999999,52,98,0.0,3700,0,98,0,98,0,294,False,1,0.6436,0.3252,0.6748,1,FP
56550,1,0.01201839,66,0,0.025987006,2000,14,0,0,0,0,0,False,0,0.97578,0.98311,0.016890000000000002,0,FN
56551,0,0.005741963,27,1,0.039889959,2907,9,0,0,0,0,1,False,0,0.94266,0.95824,0.041760000000000005,0,TN
56558,1,0.9999999,37,1,0.243793911,4269,3,3,0,0,1,4,False,1,0.54813,0.40834000000000004,0.5916600000000001,1,TP
56560,0,0.315611714,62,0,0.468803565,5833,11,0,1,0,0,0,False,0,0.95954,0.97159,0.02841,0,TN
56562,1,0.9999999,48,0,1.66379181,13333,10,0,8,0,1,0,False,0,0.58396,0.7277100000000001,0.27229000000000003,1,TP
56565,0,0.030529263,50,0,0.16887986300000002,6400,6,0,1,0,1,0,False,0,0.96995,0.98111,0.01889,0,TN
56568,0,0.02944379,65,0,0.009747563,4000,5,0,0,0,0,0,False,0,0.98387,0.9895299999999999,0.01047,0,TN
56575,0,0.978670222,51,0,0.476407662,12058,4,0,1,0,2,0,False,0,0.9165,0.93715,0.06285,0,TN
56587,0,0.108430723,85,0,0.022391044,2500,9,0,0,0,0,0,True,0,0.9866299999999999,0.99092,0.00908,0,TN
56590,0,0.856753318,67,0,141.0,0,1,0,0,0,0,0,False,0,0.9405399999999999,0.95629,0.04371,0,TN
56592,0,0.112795488,35,0,0.357225555,9500,7,0,2,0,4,0,False,0,0.9822,0.9887299999999999,0.01127,0,TN
56600,0,0.019874324,64,0,0.25592311100000004,4473,9,0,1,0,0,0,False,0,0.9812799999999999,0.98759,0.01241,0,TN
56606,0,0.412907624,60,1,0.979123787,3400,8,1,2,1,2,3,False,0,0.5533399999999999,0.6089,0.3911,1,FP
56608,0,0.005666971999999999,62,0,0.115355037,3900,10,0,1,0,0,0,False,0,0.9850200000000001,0.99069,0.009309999999999999,0,TN
56612,0,0.361405635,30,0,174.0,0,4,0,0,1,0,1,False,0,0.86977,0.89384,0.10615999999999999,0,TN
56627,0,0.261375404,55,0,0.516823688,5200,13,0,2,0,1,0,False,0,0.9736299999999999,0.9838100000000001,0.01619,0,TN
56628,0,0.9999999,38,0,0.0,5000,2,0,0,0,0,0,False,0,0.8902,0.9142399999999999,0.08576,0,TN
56631,0,0.9999999,50,0,0.456181626,8500,3,0,1,0,3,0,False,0,0.9360200000000001,0.9527200000000001,0.04728,0,TN
56635,0,0.271222139,43,0,0.367922934,11833,10,0,2,0,0,0,False,0,0.9763799999999999,0.9841700000000001,0.01583,0,TN
56644,0,0.791041792,32,0,0.423390498,3556,4,0,1,0,2,0,False,0,0.9409700000000001,0.95673,0.04326,0,TN
56650,0,0.379605294,52,2,0.290971719,11031,15,0,3,0,1,2,False,0,0.85193,0.8784200000000001,0.12158,0,TN
56653,0,0.199505093,66,0,0.15435978,2545,5,0,0,0,0,0,False,0,0.98231,0.98865,0.01135,0,TN
56654,0,0.029522056,80,0,0.08148794599999999,9166,7,0,0,0,0,0,True,0,0.9925200000000001,0.99546,0.00454,0,TN
56666,0,0.51091606,43,0,1773.0,0,5,0,1,0,3,0,False,0,0.9655100000000001,0.97854,0.02146,0,TN
56672,0,0.171992182,62,0,0.020964718,5866,2,0,0,1,0,1,False,0,0.8748299999999999,0.9058200000000001,0.09418,0,TN
56673,0,0.988775281,82,0,0.222210403,9400,7,0,1,0,0,0,True,0,0.9203100000000001,0.95391,0.0461,0,TN
56678,0,0.9999999,39,0,0.318312113,15000,6,0,2,0,3,0,False,0,0.93006,0.94695,0.05305,0,TN
56679,0,0.08209414599999999,79,0,0.223258914,3000,23,0,0,0,0,0,True,0,0.9783200000000001,0.9878299999999999,0.01217,0,TN
56686,0,0.12973378300000002,49,0,0.016085791000000002,1864,4,0,0,0,1,0,False,0,0.9791,0.98549,0.014509999999999999,0,TN
56692,0,0.000476177,81,0,15.0,0,9,0,0,0,0,0,True,0,0.9900399999999999,0.99335,0.00665,0,TN
56699,0,0.110157066,50,1,0.569270081,9000,20,0,2,0,0,1,False,0,0.88223,0.91245,0.08756,0,TN
56704,0,0.9999999,28,1,0.0,2228,0,0,0,0,1,1,False,0,0.71654,0.76202,0.23798000000000002,0,TN
56707,0,0.436618779,56,0,0.690491803,7624,8,0,4,0,0,0,False,0,0.93881,0.95849,0.041510000000000005,0,TN
56713,0,0.298740939,35,1,0.134124779,3958,7,0,0,0,0,1,False,0,0.8905700000000001,0.91143,0.08857999999999999,0,TN
56715,0,0.9999999,33,0,0.215577191,2875,4,0,0,0,0,0,False,0,0.88551,0.9071299999999999,0.09287000000000001,0,TN
56730,0,0.558872056,29,3,0.423504999,5300,10,0,1,0,1,3,False,0,0.74658,0.7804300000000001,0.21957,0,TN
56734,0,0.038299043,67,0,0.20688156,16100,5,0,2,0,0,0,False,0,0.99067,0.99451,0.00549,0,TN
56735,0,0.095396822,50,0,2346.0,0,13,0,1,0,2,0,False,0,0.98,0.9884299999999999,0.01157,0,TN
56741,0,0.35537133,51,0,0.30019439,3600,7,0,0,0,0,0,False,0,0.96359,0.97434,0.02567,0,TN
56745,0,0.028945865,44,0,0.182128452,3222,12,0,1,0,0,0,False,0,0.97393,0.98151,0.01849,0,TN
56761,0,0.036206852000000005,63,0,0.158092064,4800,5,0,1,0,0,0,False,0,0.98601,0.99098,0.00902,0,TN
56768,0,0.394956675,48,0,0.5558693929999999,8850,15,0,1,0,2,0,False,0,0.94484,0.95862,0.04138,0,TN
56774,0,0.0117052,88,0,0.333705357,3583,11,0,2,0,0,0,True,0,0.9896799999999999,0.9933700000000001,0.00663,0,TN
56782,0,0.154952223,76,0,0.517296541,5000,8,0,2,0,0,0,True,0,0.9728700000000001,0.98308,0.016919999999999998,0,TN
56783,1,0.9999999,24,0,232.0,0,3,1,0,0,0,1,False,0,0.62107,0.6641100000000001,0.3359,1,TP
56787,0,0.119842466,47,0,0.255822461,8200,4,0,1,0,2,0,False,0,0.98446,0.98944,0.01056,0,TN
56795,0,0.041098994,35,0,557.0,0,10,0,0,0,3,0,False,0,0.9767100000000001,0.9837,0.0163,0,TN
56798,0,0.0,51,0,0.221671324,11092,5,0,1,0,5,0,False,0,0.9854299999999999,0.99065,0.00935,0,TN
56806,1,0.793741314,44,0,0.540592606,10900,20,0,3,0,1,0,False,0,0.8153100000000001,0.8459200000000001,0.15408,0,FN
56807,0,0.033318989,49,0,0.349255721,4500,12,0,1,0,0,0,False,0,0.9817899999999999,0.98819,0.01181,0,TN
56808,0,0.479895812,53,1,2754.0,0,8,0,1,0,0,1,False,0,0.88307,0.9046799999999999,0.09532,0,TN
56809,0,0.449907509,45,1,0.892540428,3833,12,0,1,0,2,1,False,0,0.8899799999999999,0.91045,0.08955,0,TN
56826,0,0.03931453,45,0,0.024897481000000003,3413,9,0,0,0,1,0,False,0,0.97401,0.98165,0.01835,0,TN
56827,0,0.533416005,39,0,1746.0,0,10,0,1,0,2,0,False,0,0.9414100000000001,0.9588,0.0412,0,TN
56828,0,0.072828238,54,0,2020.0,0,8,0,1,0,0,0,False,0,0.98851,0.99266,0.00734,0,TN
56834,0,0.002535669,69,0,0.197612732,8293,10,0,2,0,0,0,False,0,0.99344,0.9959899999999999,0.0040100000000000005,0,TN
56842,0,0.276653105,37,0,0.59968572,5090,9,0,2,0,3,0,False,0,0.9495600000000001,0.9651,0.034910000000000004,0,TN
56853,0,0.632276926,42,1,0.521895621,5000,10,0,1,0,0,1,False,0,0.86366,0.88644,0.11356,0,TN
56854,1,0.545636243,36,0,0.082096334,3300,2,1,0,2,0,3,False,1,0.49093000000000003,0.4665,0.5335,1,TP
56857,0,0.004521063,72,0,9.0,0,7,0,0,0,0,0,True,0,0.9914299999999999,0.99406,0.00594,0,TN
56873,0,0.0,49,1,0.0,4500,9,0,0,0,0,1,False,0,0.9504100000000001,0.9630700000000001,0.036930000000000004,0,TN
56887,0,0.025109716,72,0,1178.0,0,3,0,1,0,0,0,True,0,0.99471,0.9968799999999999,0.00313,0,TN
56901,0,0.156113055,38,0,0.256974303,10000,5,0,1,0,2,0,False,0,0.9836299999999999,0.98965,0.01036,0,TN
56905,0,0.445255228,37,0,0.468766799,9300,11,0,4,0,2,0,False,0,0.9272799999999999,0.94515,0.05485,0,TN
56908,0,0.023579132000000003,57,0,0.299046087,8700,12,0,3,0,0,0,False,0,0.98144,0.98677,0.01323,0,TN
56910,0,0.106644668,46,0,1961.0,0,2,0,1,0,0,0,False,0,0.98882,0.9935700000000001,0.00643,0,TN
56912,0,0.89114135,48,0,0.11252758,4078,9,0,0,0,0,0,False,0,0.87275,0.89702,0.10298,0,TN
56914,0,0.416628964,33,0,1.6075981,4000,13,0,4,0,1,0,False,0,0.8064399999999999,0.8679899999999999,0.13201,0,TN
56918,0,0.968874395,42,0,0.356814701,3264,8,0,0,0,0,0,False,0,0.83581,0.86365,0.13635,0,TN
56919,0,0.152431989,47,0,0.26972134600000003,22500,15,0,1,0,5,0,False,0,0.9724299999999999,0.98349,0.01651,0,TN
56923,0,0.041820289,58,0,3846.0,0,15,0,2,0,0,0,False,0,0.98362,0.9891399999999999,0.01086,0,TN
56926,0,0.007538355999999999,37,0,0.162759693,9000,6,0,1,0,2,0,False,0,0.9849700000000001,0.9903700000000001,0.00963,0,TN
56947,0,0.012926966000000002,76,0,969.0,0,9,0,1,0,0,0,True,0,0.9935700000000001,0.9961200000000001,0.0038799999999999998,0,TN
56949,0,0.0,89,0,22.0,0,1,0,0,0,0,0,True,0,0.9916799999999999,0.9951399999999999,0.00486,0,TN
56956,0,0.304204165,28,0,0.296648738,4833,10,0,0,0,0,0,False,0,0.9381799999999999,0.95585,0.04415,0,TN
56960,0,0.250918727,47,0,329.0,0,4,0,0,0,0,0,False,0,0.9880899999999999,0.9938299999999999,0.00618,0,TN
56965,0,0.629075818,79,0,0.271036448,6666,9,0,0,0,0,0,True,0,0.9533200000000001,0.9658100000000001,0.03419,0,TN
56968,0,0.161691915,61,0,820.0,0,3,0,1,0,0,0,False,0,0.9897100000000001,0.9939100000000001,0.00609,0,TN
56979,0,0.177756428,48,0,0.6485585739999999,6000,16,0,2,0,2,0,False,0,0.93348,0.9507700000000001,0.04923,0,TN
56992,0,0.006607714000000001,65,1,0.234437125,33701,11,0,3,0,1,1,False,0,0.8802399999999999,0.9360200000000001,0.06398,0,TN
57001,0,0.26938769,34,0,0.345484845,9600,14,0,1,0,0,0,False,0,0.96773,0.9778600000000001,0.02214,0,TN
57006,0,0.043152264,67,0,0.304413696,9900,9,0,1,0,1,0,False,0,0.9903799999999999,0.99429,0.00571,0,TN
57008,0,0.001379279,81,0,0.001749563,4000,8,0,0,0,0,0,True,0,0.9890899999999999,0.99266,0.00734,0,TN
57011,1,1.784035994,30,1,0.195601466,3000,9,0,0,1,0,2,False,0,0.58768,0.65281,0.34719,1,TP
57018,0,0.023815645,73,0,0.082481557,11250,11,0,1,0,1,0,True,0,0.99387,0.9965200000000001,0.0034799999999999996,0,TN
57028,0,0.079550551,31,0,0.317593891,6416,16,0,1,0,0,0,False,0,0.9776100000000001,0.98425,0.01575,0,TN
57031,1,0.017891457,52,0,0.46623786,39333,18,0,7,0,3,0,False,0,0.92166,0.94835,0.051660000000000005,0,FN
57033,0,0.03932384,45,0,0.28338313,4350,9,0,1,0,0,0,False,0,0.9822,0.98762,0.01238,0,TN
57037,0,0.009999887,71,0,0.04562357,6991,9,0,1,0,0,0,True,0,0.9926799999999999,0.99518,0.0048200000000000005,0,TN
57054,0,0.095103565,70,0,0.628747669,6970,9,0,1,0,1,0,False,0,0.99124,0.9944200000000001,0.00558,0,TN
57055,0,0.920510084,40,0,0.599350162,4000,7,0,1,0,2,0,False,0,0.8909,0.91138,0.08862,0,TN
57056,0,0.108415442,41,0,4386.0,0,9,0,1,0,0,0,False,0,0.9746100000000001,0.9848100000000001,0.01519,0,TN
57057,0,0.773454003,50,1,0.509265431,7500,9,0,2,0,0,1,False,0,0.83291,0.85655,0.14346,0,TN
57060,0,0.080270806,72,0,0.436680549,6482,25,0,5,0,0,0,True,0,0.9397399999999999,0.96096,0.03904,0,TN
57061,0,0.32443242,65,0,0.04671916,1904,2,1,0,0,0,1,False,0,0.80858,0.8382299999999999,0.16177,0,TN
57065,0,0.983805228,37,0,0.385148647,7500,11,0,0,0,3,0,False,0,0.86829,0.89475,0.10525,0,TN
57068,0,0.0,79,0,0.0,0,3,0,0,0,0,0,True,0,0.9930899999999999,0.9957299999999999,0.00427,0,TN
57072,0,0.9999999,75,0,0.0,0,2,0,0,0,0,0,True,0,0.96009,0.97231,0.02769,0,TN
57075,0,0.035586172,41,0,2215.0,0,3,0,1,0,0,0,False,0,0.9849,0.99035,0.00965,0,TN
57077,0,0.07010704400000001,44,0,0.469053095,10000,17,0,2,0,0,0,False,0,0.97498,0.9824799999999999,0.017519999999999997,0,TN
57083,0,0.020115359,58,0,1383.0,0,5,0,1,0,0,0,False,0,0.98818,0.99221,0.007790000000000001,0,TN
57084,0,0.0,46,0,0.259623396,6000,9,0,1,0,2,0,False,0,0.97751,0.9843200000000001,0.01568,0,TN
57087,0,0.9999999,76,0,0.0,6950,1,0,0,0,0,0,True,0,0.93386,0.95515,0.04485,0,TN
57094,0,0.05693814,40,0,1881.0,0,5,0,3,0,0,0,False,0,0.9486600000000001,0.9630700000000001,0.036930000000000004,0,TN
57104,0,0.003211317,54,0,0.151596538,3350,4,0,0,0,0,0,False,0,0.97695,0.98535,0.01465,0,TN
57107,0,0.024532924,76,0,0.21862251,8333,7,0,1,0,0,0,True,0,0.98766,0.9936,0.0064,0,TN
57118,0,0.084627125,69,0,0.192229039,4400,5,0,0,0,1,0,False,0,0.99318,0.99587,0.00413,0,TN
57119,0,0.848129633,30,0,0.413195601,3000,6,0,0,0,2,0,False,0,0.8653,0.8904299999999999,0.10957,0,TN
57121,0,0.144215995,60,0,0.138378169,5166,6,0,1,0,0,0,False,0,0.9883299999999999,0.9925799999999999,0.00742,0,TN
57122,0,0.037839499,46,0,2035.0,0,17,0,2,0,0,0,False,0,0.97869,0.98531,0.01469,0,TN
57129,0,0.506135938,62,0,0.7401882790000001,15083,17,0,3,0,1,0,False,0,0.9464299999999999,0.96286,0.03714,0,TN
57133,0,0.029945216,76,0,3852.0,0,4,0,3,0,0,0,True,0,0.9913700000000001,0.9947299999999999,0.00527,0,TN
57136,0,0.413095561,48,0,0.629748101,2500,8,0,0,0,1,0,False,0,0.9423600000000001,0.95586,0.04414,0,TN
57140,0,0.923076923,24,0,0.010795682,2500,1,0,0,0,0,0,False,0,0.9022,0.92476,0.07524,0,TN
57142,0,0.0,49,0,0.249166694,30300,9,0,2,0,2,0,False,0,0.98525,0.99046,0.00954,0,TN
57150,0,0.9999999,73,1,0.246849422,7696,4,0,1,0,0,1,True,0,0.86101,0.90584,0.09416000000000001,0,TN
57152,1,0.947565543,31,0,0.366187303,2850,4,1,2,1,2,2,False,0,0.60096,0.64402,0.35598,1,TP
57156,0,0.009103379,74,0,0.004563146,7450,16,0,0,0,0,0,True,0,0.98485,0.9895299999999999,0.01047,0,TN
57158,0,0.896010946,29,1,0.199111769,1350,4,0,0,0,0,1,False,0,0.78142,0.80947,0.19053,0,TN
57165,0,0.914600365,49,2,0.29129518600000004,6168,11,0,1,1,1,3,False,0,0.584,0.62912,0.37088000000000004,1,FP
57170,0,0.787519902,45,0,0.136675515,59900,14,0,2,0,1,0,False,0,0.87736,0.9013,0.0987,0,TN
57175,0,0.0,28,0,0.15452727800000002,3500,7,0,0,0,0,0,False,0,0.96665,0.9769,0.0231,0,TN
57176,0,0.088246713,43,1,0.851259496,2500,12,0,1,0,0,1,False,0,0.9362,0.95393,0.04607,0,TN
57179,0,0.9999999,79,0,699.0,0,4,0,0,0,0,0,True,0,0.96399,0.9758899999999999,0.02411,0,TN
57200,1,0.968021319,59,0,0.660649819,3600,6,0,1,1,1,1,False,0,0.69193,0.7291,0.2709,1,TP
57202,0,0.012196895,71,0,0.14059316300000002,4416,10,0,1,0,0,0,True,0,0.99364,0.9959600000000001,0.00405,0,TN
57203,1,0.9999999,79,98,0.005342832,1122,0,98,0,98,0,294,True,1,0.52257,0.43866000000000005,0.56134,1,TP
57204,0,0.443674027,46,0,0.265790762,12253,10,0,1,1,4,1,False,0,0.8609,0.88739,0.11262,0,TN
57205,0,0.214500617,52,0,0.378473754,6800,15,0,1,0,2,0,False,0,0.9597700000000001,0.9716899999999999,0.028310000000000002,0,TN
57219,0,0.750239454,51,0,0.69494987,5385,9,0,3,0,3,0,False,0,0.89902,0.9201799999999999,0.07982,0,TN
57225,0,0.025579654,51,0,0.22252927100000006,13750,13,0,2,0,3,0,False,0,0.9848,0.99005,0.00995,0,TN
57227,0,0.5966421129999999,50,0,0.594767202,4853,7,0,2,0,0,0,False,0,0.9346899999999999,0.95101,0.04899,0,TN
57229,0,0.357906351,56,0,0.161256361,5698,9,0,0,0,0,0,False,0,0.95944,0.9708600000000001,0.02915,0,TN
57236,1,0.717694775,52,3,0.418197725,8000,10,0,2,0,0,3,False,0,0.73401,0.76303,0.23697,0,FN
57248,0,0.0,68,0,0.0,0,1,0,0,0,0,0,False,0,0.9921700000000001,0.9954299999999999,0.00457,0,TN
57260,0,0.0,50,0,1250.0,0,3,0,1,0,0,0,False,0,0.9877600000000001,0.99254,0.00746,0,TN
57272,0,1.035964036,55,1,0.231993471,4900,4,1,0,0,2,2,False,0,0.49372,0.5513399999999999,0.44866000000000006,1,FP
57278,0,0.004627258,72,0,0.259091671,5966,8,0,1,0,1,0,True,0,0.99236,0.9947299999999999,0.00527,0,TN
57286,0,0.002705853,66,0,0.620951967,4600,14,0,2,0,0,0,False,0,0.9808399999999999,0.9877100000000001,0.01229,0,TN
57287,0,0.9999999,69,0,0.156579344,6641,4,0,0,0,0,0,False,0,0.9599799999999999,0.97301,0.026989999999999997,0,TN
57291,0,0.20401162,38,0,0.087065195,4800,7,0,0,0,0,0,False,0,0.9762799999999999,0.9841,0.0159,0,TN
57303,0,0.228754249,59,0,0.049387353,21300,16,0,0,0,1,0,False,0,0.9789700000000001,0.9863299999999999,0.013680000000000001,0,TN
57307,0,0.039547768,60,0,0.254020016,8892,6,0,2,0,0,0,False,0,0.98574,0.99103,0.00897,0,TN
57309,0,0.073310736,47,0,6024.0,0,12,0,2,0,0,0,False,0,0.9620200000000001,0.9779899999999999,0.02201,0,TN
57310,0,0.196251413,61,0,0.322622666,2302,7,0,0,0,0,0,False,0,0.97946,0.98754,0.012459999999999999,0,TN
57329,0,0.307909569,51,0,0.214281197,15810,16,0,2,0,1,0,False,0,0.9673,0.9799,0.02011,0,TN
57334,0,0.118637421,62,0,0.149973689,5700,8,0,1,0,1,0,False,0,0.9773799999999999,0.9848100000000001,0.01519,0,TN
57345,0,0.288523497,54,0,1002.0,0,4,0,0,0,0,0,False,0,0.9746100000000001,0.9843799999999999,0.015619999999999998,0,TN
57350,0,0.495758174,68,1,0.522882855,13000,16,0,3,0,0,1,False,0,0.8631700000000001,0.89443,0.10557000000000001,0,TN
57354,0,0.015077227,67,0,0.94042383,2500,9,0,2,0,0,0,False,0,0.97783,0.9846799999999999,0.015319999999999999,0,TN
57357,0,0.455205097,54,0,0.504991681,3605,13,0,0,0,2,0,False,0,0.93019,0.95068,0.049319999999999996,0,TN
57360,1,0.27337827800000003,54,0,0.3896978920000001,4600,13,1,3,0,0,1,False,0,0.81921,0.8472700000000001,0.15273,0,FN
57363,0,0.213906491,48,0,0.413998807,5028,16,0,1,0,1,0,False,0,0.95191,0.9649200000000001,0.03508,0,TN
57375,0,0.631229236,40,0,0.004621072,1081,1,0,0,0,0,0,False,0,0.8954200000000001,0.9225,0.0775,0,TN
57378,0,0.0,37,0,0.389020178,5500,6,0,2,0,4,0,False,0,0.98031,0.98631,0.01369,0,TN
57388,0,0.458181594,42,0,2185.0,0,6,0,2,0,3,0,False,0,0.97159,0.9840899999999999,0.01591,0,TN
57389,0,0.3705456620000001,53,0,0.367068498,10700,14,0,2,0,1,0,False,0,0.96259,0.97303,0.026969999999999997,0,TN
57391,0,0.052138202,53,1,0.305950204,7108,8,0,1,0,1,1,False,0,0.9179200000000001,0.9379700000000001,0.062029999999999995,0,TN
57396,0,0.148847499,54,0,243.5,1,11,0,0,0,0,0,False,0,0.95288,0.97283,0.02717,0,TN
57409,0,0.680861478,48,0,0.392569026,8800,7,0,2,0,0,0,False,0,0.94632,0.96116,0.03884,0,TN
57410,0,0.473421831,33,0,0.415016663,5100,12,0,0,0,0,0,False,0,0.92556,0.94531,0.054689999999999996,0,TN
57419,0,0.017455626000000002,59,0,1565.0,0,11,0,2,0,0,0,False,0,0.98867,0.9928,0.0072,0,TN
57424,1,1.121756487,54,0,0.048167222,3300,1,4,0,1,3,5,False,1,0.5827,0.3791,0.6209,1,TP
57427,0,0.0014285029999999998,40,0,0.196967172,6000,3,0,1,0,0,0,False,0,0.9836,0.98856,0.01144,0,TN
57428,0,0.030356368,35,0,0.249833356,7500,7,0,1,0,2,0,False,0,0.98031,0.9863200000000001,0.013680000000000001,0,TN
57431,0,0.188627783,48,0,0.650268336,4471,11,0,1,0,3,0,False,0,0.9549,0.9688100000000001,0.03119,0,TN
57437,0,0.275429943,47,0,0.5264906770000001,5416,5,0,1,0,0,0,False,0,0.9761799999999999,0.9830700000000001,0.01693,0,TN
